K,Precision,Recall
2,0.6946923438233913,0.6956726246472248
5,0.8384039900249377,0.79068673565381
10,0.8480513073507647,0.808560677328316
100,0.8603736479842674,0.8231420507996237
500,0.8655834564254062,0.8269049858889934
1000,0.8677849037987173,0.8273753527751646
2126,0.868836291913215,0.8287864534336783
