K,Precision,Recall
2,0.7100196463654224,0.8499529633113829
5,0.8377397615344738,0.7601128880526811
10,0.8003740065451146,0.8052681091251176
100,0.8599703117268679,0.8174976481655691
500,0.856243949661181,0.8320790216368767
1000,0.8486017357762777,0.8278457196613358
2126,0.8463754200672108,0.8292568203198495
