K,Precision,Recall
2,0.7211228716060746,0.7370649106302917
5,0.8521611001964636,0.8160865475070554
10,0.8428011753183153,0.8095014111006585
100,0.861904761904762,0.8513640639698965
500,0.8751200768491835,0.8570084666039511
1000,0.8789323164918971,0.8673565380997178
2126,0.8854562737642585,0.8762935089369709
