K,Precision,Recall
2,0.6477768090671316,0.6989651928504234
5,0.7536682970208982,0.797271872060207
10,0.8072174738841406,0.7996237064910631
100,0.8393297190734352,0.8010348071495766
500,0.8466376390904693,0.8231420507996237
1000,0.8631271310277643,0.8334901222953904
2126,0.8641914997557401,0.8320790216368767
