K,Precision,Recall
2,0.7087938491110043,0.69379115710254
5,0.8382775119617225,0.8240827845719662
10,0.8463402811439651,0.8212605832549389
100,0.8738003838771593,0.8565380997177798
500,0.8774533269506941,0.8621825023518345
1000,0.8860698898994734,0.8706491063029163
2126,0.8915779283639884,0.8664158043273753
