K,Precision,Recall
2,0.7545056015586946,0.7285983066792098
5,0.8233301064859632,0.8000940733772343
10,0.8350119904076738,0.8189087488240828
100,0.8689156626506024,0.848071495766698
500,0.8841285296981499,0.8541862652869238
1000,0.8754160722776986,0.8659454374412041
2126,0.8838987099856666,0.8701787394167451
