K,Precision,Recall
2,0.7053571428571429,0.7060206961429916
5,0.8433734939759037,0.8231420507996237
10,0.8474913065077,0.8024459078080903
100,0.8684582743988685,0.8664158043273753
500,0.88,0.8692380056444027
1000,0.8760683760683761,0.867826904985889
2126,0.8806466951973372,0.8711194731890874
