K,Precision,Recall
2,0.7438848920863309,0.7295390404515522
5,0.8405501782985226,0.7761053621825024
10,0.8416030534351145,0.8297271872060207
100,0.8694616484040019,0.8584195672624647
500,0.8757197696737045,0.8584195672624647
1000,0.8888888888888888,0.8692380056444027
2126,0.8846337960746768,0.8692380056444027
