K,Precision,Recall
2,0.7322756569162122,0.6947318908748824
5,0.7933884297520661,0.812793979303857
10,0.8284789644012945,0.8428974600188147
100,0.8483703353802551,0.8447789275634995
500,0.8736289938006676,0.8617121354656632
1000,0.8742287612719506,0.8664158043273753
2126,0.8826025459688827,0.8805268109125117
