K,Precision,Recall
2,0.7389635316698656,0.7243650047036688
5,0.8041704442429737,0.8344308560677328
10,0.8117593436645396,0.8377234242709313
100,0.8474418604651163,0.8570084666039511
500,0.8548085901027077,0.861241768579492
1000,0.8711800658204043,0.8715898400752587
2126,0.8792293233082706,0.8800564440263405
