K,Precision,Recall
2,0.7583081570996979,0.590310442144873
5,0.9132589838909542,0.6933207902163687
10,0.8597595878649112,0.7064910630291628
100,0.8831242873432155,0.7285983066792098
500,0.8848451928299838,0.7662276575729069
1000,0.8861743475846752,0.7507055503292568
2126,0.8934651290499726,0.7652869238005644
