K,Precision,Recall
2,0.7355090112031174,0.7102539981185324
5,0.8220183486238533,0.8428974600188147
10,0.878615457562826,0.8715898400752587
100,0.897079942556247,0.8814675446848542
500,0.9027181688125894,0.8904045155221072
1000,0.9042145593869731,0.8880526810912511
2126,0.9064272211720227,0.9021636876763875
