K,Precision,Recall
2,0.7543774319066148,0.7295390404515522
5,0.8676401318888366,0.8664158043273753
10,0.8863419293218721,0.8730009407337723
100,0.9145299145299145,0.9059266227657573
500,0.924964605946201,0.9219190968955786
1000,0.9304635761589404,0.9252116650987771
2126,0.9407302038880986,0.9332079021636877
