K,Precision,Recall
2,0.7170056252704456,0.7793979303857008
5,0.8041284403669725,0.8245531514581373
10,0.8486312399355878,0.7436500470366886
100,0.808852140077821,0.7822201317027281
500,0.830458353868901,0.7925682031984949
1000,0.8162768031189084,0.7878645343367827
2126,0.8278243709916132,0.7892756349952963
