K,Precision,Recall
2,0.7187962506166748,0.6853245531514581
5,0.8375063873275421,0.770931326434619
10,0.8480759620189905,0.7982126058325494
100,0.8553800592300099,0.8151458137347131
500,0.8606476938174681,0.8250235183443085
1000,0.8628318584070797,0.8254938852304797
2126,0.8647319232661091,0.8269049858889934
