K,Precision,Recall
2,0.7178638941398866,0.7144873000940734
5,0.8199233716475096,0.8052681091251176
10,0.8460019743336624,0.80620884289746
100,0.8571428571428571,0.852304797742239
500,0.8703703703703703,0.8621825023518345
1000,0.8801141769743102,0.8701787394167451
2126,0.884155098133078,0.8687676387582314
