K,Precision,Recall
2,0.8143920595533499,0.7718720602069614
5,0.8980087421078193,0.8697083725305739
10,0.9071011673151751,0.8772342427093133
100,0.9245192307692308,0.9045155221072436
500,0.9347929557353641,0.9238005644402634
1000,0.9454200284765069,0.9369708372530574
2126,0.9538754160722777,0.9435559736594544
