K,Precision,Recall
2,0.8172413793103448,0.7803386641580433
5,0.890625,0.8579492003762935
10,0.9072265625,0.8739416745061148
100,0.9262805169937769,0.9101599247412983
500,0.9378287900526064,0.9223894637817498
1000,0.9456884230585993,0.9336782690498588
2126,0.9538315088053307,0.9426152398871119
