K,Precision,Recall
2,0.8194097048524263,0.7704609595484478
5,0.8902974158946855,0.8588899341486359
10,0.9077598828696926,0.8748824082784572
100,0.9195621132793907,0.9087488240827846
500,0.938512869399428,0.9261523988711194
1000,0.9447355883754168,0.9327375352775165
2126,0.9534883720930233,0.944967074317968
