K,Precision,Recall
2,0.8117823265102346,0.7648165569143932
5,0.8988596926127913,0.8527751646284102
10,0.9070796460176991,0.867826904985889
100,0.9265700483091788,0.9021636876763875
500,0.9372003835091084,0.9195672624647225
1000,0.9374110953058321,0.9299153339604892
2126,0.9521531100478469,0.9360301034807149
