K,Precision,Recall
2,0.7342342342342343,0.7666980244590781
5,0.8376024590163934,0.7690498588899342
10,0.8410501193317422,0.8287864534336783
100,0.8689227836034319,0.8574788334901223
500,0.877353935296958,0.8546566321730951
1000,0.8865282472235635,0.863593603010348
2126,0.8951418951418951,0.8753527751646284
