K,Precision,Recall
2,0.6905430711610487,0.69379115710254
5,0.8369781312127237,0.7920978363123237
10,0.8488888888888889,0.808560677328316
100,0.8612887358583374,0.823612417685795
500,0.867487684729064,0.8283160865475071
1000,0.8703794972893051,0.8306679209783632
2126,0.869886643666831,0.8301975540921919
