K,Precision,Recall
2,0.7321509777171441,0.7572906867356538
5,0.8397375820056232,0.8428974600188147
10,0.8931334622823984,0.8687676387582314
100,0.9062200956937799,0.8908748824082785
500,0.9124643196955281,0.9021636876763875
1000,0.9166666666666666,0.9002822201317028
2126,0.9237819585142306,0.900752587017874
