K,Precision,Recall
2,0.6993810786914235,0.7441204139228599
5,0.8185693983893889,0.812793979303857
10,0.8716375648890986,0.8687676387582314
100,0.8982725527831094,0.8805268109125117
500,0.9032411820781697,0.8913452492944497
1000,0.9054441260744985,0.8918156161806209
2126,0.9057867049258728,0.8908748824082785
