K,Precision,Recall
2,0.8519973804846104,0.6119473189087489
5,0.9180327868852459,0.7111947318908749
10,0.9221090473337328,0.7238946378174976
100,0.9286516853932584,0.7775164628410159
500,0.9475675675675675,0.8245531514581373
1000,0.9533512064343164,0.8363123236124177
2126,0.9596388741370154,0.8499529633113829
