K,Precision,Recall
2,0.7523204689789936,0.7243650047036688
5,0.8231046931407943,0.8579492003762935
10,0.8645833333333334,0.8588899341486359
100,0.8980769230769231,0.878645343367827
500,0.9047619047619048,0.8936970837253058
1000,0.9064885496183206,0.8936970837253058
2126,0.9068767908309455,0.8932267168391346
