K,Precision,Recall
2,0.7826300294406281,0.7502351834430856
5,0.8661228406909789,0.8490122295390404
10,0.8868932038834951,0.8593603010348071
100,0.905848787446505,0.8960489181561618
500,0.9317307692307693,0.9115710253998118
1000,0.930838465182378,0.9242709313264346
2126,0.9433603046168492,0.9322671683913453
