K,Precision,Recall
2,0.7261029411764706,0.7431796801505174
5,0.8358348968105066,0.8381937911571026
10,0.8811121764141898,0.8645343367826905
100,0.9019422074846044,0.8955785512699906
500,0.9069223573433115,0.912041392285983
1000,0.9122641509433962,0.909689557855127
2126,0.9135160680529301,0.9092191909689558
