K,Precision,Recall
2,0.7640928469919469,0.7587017873941675
5,0.8815071888943976,0.8363123236124177
10,0.8927335640138409,0.8494825964252116
100,0.9057765151515151,0.8998118532455315
500,0.9177304964539007,0.9129821260583255
1000,0.9319371727748691,0.9209783631232361
2126,0.9401627573001436,0.9238005644402634
