K,Precision,Recall
2,0.7541229385307346,0.7097836312323612
5,0.8014742014742015,0.7671683913452493
10,0.8632734530938124,0.8137347130761995
100,0.85728592889334,0.8052681091251176
500,0.864756158873806,0.8090310442144873
1000,0.8892323544564658,0.8118532455315146
2126,0.889118102114492,0.8109125117591721
